DISTRICTNAME,UNITNAME,Year,TotalAccidents
Chikkamagaluru,Sakkaraya Patna PS,2023,68
Chikkamagaluru,Singatagere PS,2016,10
Chikkamagaluru,Singatagere PS,2017,11
Chikkamagaluru,Singatagere PS,2018,3
Chikkamagaluru,Singatagere PS,2019,7
Chikkamagaluru,Singatagere PS,2020,10
Chikkamagaluru,Singatagere PS,2021,7
Chikkamagaluru,Singatagere PS,2022,10
Chikkamagaluru,Singatagere PS,2023,9
Chikkamagaluru,Sringeri  PS,2016,25
Chikkamagaluru,Sringeri  PS,2017,33
Chikkamagaluru,Sringeri  PS,2018,30
Chikkamagaluru,Sringeri  PS,2019,31
Chikkamagaluru,Sringeri  PS,2020,10
Chikkamagaluru,Sringeri  PS,2021,13
Chikkamagaluru,Sringeri  PS,2022,15
Chikkamagaluru,Sringeri  PS,2023,24
Chikkamagaluru,Tarikere Town PS,2016,92
Chikkamagaluru,Tarikere Town PS,2017,83
Chikkamagaluru,Tarikere Town PS,2018,77
Chikkamagaluru,Tarikere Town PS,2019,82
Chikkamagaluru,Tarikere Town PS,2020,82
Chikkamagaluru,Tarikere Town PS,2021,70
Chikkamagaluru,Tarikere Town PS,2022,63
Chikkamagaluru,Tarikere Town PS,2023,60
Chikkamagaluru,Yagati PS,2016,9
Chikkamagaluru,Yagati PS,2017,12
Chikkamagaluru,Yagati PS,2018,5
Chikkamagaluru,Yagati PS,2019,11
Chikkamagaluru,Yagati PS,2020,14
Chikkamagaluru,Yagati PS,2021,24
Chikkamagaluru,Yagati PS,2022,22
Chikkamagaluru,Yagati PS,2023,13
Chitradurga,Abbinahole PS,2016,18
Chitradurga,Abbinahole PS,2017,29
Chitradurga,Abbinahole PS,2018,30
Chitradurga,Abbinahole PS,2019,25
Chitradurga,Abbinahole PS,2020,27
Chitradurga,Abbinahole PS,2021,31
Chitradurga,Abbinahole PS,2022,24
Chitradurga,Abbinahole PS,2023,40
Chitradurga,Bharamasagara PS,2016,122
Chitradurga,Bharamasagara PS,2017,77
Chitradurga,Bharamasagara PS,2018,108
Chitradurga,Bharamasagara PS,2019,87
Chitradurga,Bharamasagara PS,2020,63
Chitradurga,Bharamasagara PS,2021,76
Chitradurga,Bharamasagara PS,2022,122
Chitradurga,Bharamasagara PS,2023,112
Chitradurga,Challakere PS,2016,154
Chitradurga,Challakere PS,2017,133
Chitradurga,Challakere PS,2018,132
Chitradurga,Challakere PS,2019,114
Chitradurga,Challakere PS,2020,139
Chitradurga,Challakere PS,2021,118
Chitradurga,Challakere PS,2022,102
Chitradurga,Challakere PS,2023,130
Chitradurga,Chikkajajur PS,2016,53
Chitradurga,Chikkajajur PS,2017,50
Chitradurga,Chikkajajur PS,2018,43
Chitradurga,Chikkajajur PS,2019,37
Chitradurga,Chikkajajur PS,2020,42
Chitradurga,Chikkajajur PS,2021,57
Chitradurga,Chikkajajur PS,2022,45
Chitradurga,Chikkajajur PS,2023,58
Chitradurga,Chitradurga Extension PS,2017,10
Chitradurga,Chitradurga Extension PS,2018,10
Chitradurga,Chitradurga Extension PS,2019,11
Chitradurga,Chitradurga Extension PS,2020,10
Chitradurga,Chitradurga Extension PS,2021,15
Chitradurga,Chitradurga Extension PS,2022,8
Chitradurga,Chitradurga Extension PS,2023,16
Chitradurga,Chitradurga Rural PS,2016,192
Chitradurga,Chitradurga Rural PS,2017,144
Chitradurga,Chitradurga Rural PS,2018,151
Chitradurga,Chitradurga Rural PS,2019,139
Chitradurga,Chitradurga Rural PS,2020,147
Chitradurga,Chitradurga Rural PS,2021,166
Chitradurga,Chitradurga Rural PS,2022,179
Chitradurga,Chitradurga Rural PS,2023,144
Chitradurga,Chitradurga Traffic PS,2016,179
Chitradurga,Chitradurga Traffic PS,2017,119
Chitradurga,Chitradurga Traffic PS,2018,110
Chitradurga,Chitradurga Traffic PS,2019,104
Chitradurga,Chitradurga Traffic PS,2020,116
Chitradurga,Chitradurga Traffic PS,2021,96
Chitradurga,Chitradurga Traffic PS,2022,129
Chitradurga,Chitradurga Traffic PS,2023,132
Chitradurga,Chitrahalli Gate PS,2016,8
Chitradurga,Chitrahalli Gate PS,2017,30
Chitradurga,Chitrahalli Gate PS,2018,38
Chitradurga,Chitrahalli Gate PS,2019,32
Chitradurga,Chitrahalli Gate PS,2020,26
Chitradurga,Chitrahalli Gate PS,2021,33
Chitradurga,Chitrahalli Gate PS,2022,43
Chitradurga,Chitrahalli Gate PS,2023,42
Chitradurga,Hiriyur Rural PS,2016,157
Chitradurga,Hiriyur Rural PS,2017,169
Chitradurga,Hiriyur Rural PS,2018,185
Chitradurga,Hiriyur Rural PS,2019,166
Chitradurga,Hiriyur Rural PS,2020,167
Chitradurga,Hiriyur Rural PS,2021,161
Chitradurga,Hiriyur Rural PS,2022,206
Chitradurga,Hiriyur Rural PS,2023,178
Chitradurga,Hiriyur Town PS,2016,110
Chitradurga,Hiriyur Town PS,2017,93
Chitradurga,Hiriyur Town PS,2018,69
Chitradurga,Hiriyur Town PS,2019,78
Chitradurga,Hiriyur Town PS,2020,68
Chitradurga,Hiriyur Town PS,2021,81
Chitradurga,Hiriyur Town PS,2022,109
Chitradurga,Hiriyur Town PS,2023,77
Chitradurga,Holalkere PS,2016,130
Chitradurga,Holalkere PS,2017,85
Chitradurga,Holalkere PS,2018,83
Chitradurga,Holalkere PS,2019,68
Chitradurga,Holalkere PS,2020,82
Chitradurga,Holalkere PS,2021,114
Chitradurga,Holalkere PS,2022,107
Chitradurga,Holalkere PS,2023,128
Chitradurga,Hosadurga PS,2016,97
Chitradurga,Hosadurga PS,2017,94
Chitradurga,Hosadurga PS,2018,91
Chitradurga,Hosadurga PS,2019,101
Chitradurga,Hosadurga PS,2020,111
Chitradurga,Hosadurga PS,2021,117
Chitradurga,Hosadurga PS,2022,141
Chitradurga,Hosadurga PS,2023,111
Chitradurga,Imangala PS,2016,98
Chitradurga,Imangala PS,2017,108
Chitradurga,Imangala PS,2018,101
Chitradurga,Imangala PS,2019,89
Chitradurga,Imangala PS,2020,73
Chitradurga,Imangala PS,2021,68
Chitradurga,Imangala PS,2022,107
Chitradurga,Imangala PS,2023,88
Chitradurga,Molakalmuru PS,2016,44
Chitradurga,Molakalmuru PS,2017,41
Chitradurga,Molakalmuru PS,2018,48
Chitradurga,Molakalmuru PS,2019,49
Chitradurga,Molakalmuru PS,2020,58
Chitradurga,Molakalmuru PS,2021,63
Chitradurga,Molakalmuru PS,2022,47
Chitradurga,Molakalmuru PS,2023,56
Chitradurga,Nayakanhatti PS,2016,42
Chitradurga,Nayakanhatti PS,2017,48
Chitradurga,Nayakanhatti PS,2018,29
Chitradurga,Nayakanhatti PS,2019,34
Chitradurga,Nayakanhatti PS,2020,34
Chitradurga,Nayakanhatti PS,2021,24
Chitradurga,Nayakanhatti PS,2022,31
Chitradurga,Nayakanhatti PS,2023,51
Chitradurga,Parasurampura PS,2016,37
Chitradurga,Parasurampura PS,2017,25
Chitradurga,Parasurampura PS,2018,33
Chitradurga,Parasurampura PS,2019,27
Chitradurga,Parasurampura PS,2020,28
Chitradurga,Parasurampura PS,2021,28
Chitradurga,Parasurampura PS,2022,17
Chitradurga,Parasurampura PS,2023,31
Chitradurga,Rampura PS,2016,53
Chitradurga,Rampura PS,2017,43
Chitradurga,Rampura PS,2018,34
Chitradurga,Rampura PS,2019,23
Chitradurga,Rampura PS,2020,45
Chitradurga,Rampura PS,2021,28
Chitradurga,Rampura PS,2022,48
Chitradurga,Rampura PS,2023,58
Chitradurga,Srirampura PS,2016,30
Chitradurga,Srirampura PS,2017,62
Chitradurga,Srirampura PS,2018,59
Chitradurga,Srirampura PS,2019,68
Chitradurga,Srirampura PS,2020,60
Chitradurga,Srirampura PS,2021,46
Chitradurga,Srirampura PS,2022,54
Chitradurga,Srirampura PS,2023,57
Chitradurga,Thalak  PS,2016,63
Chitradurga,Thalak  PS,2017,49
Chitradurga,Thalak  PS,2018,36
Chitradurga,Thalak  PS,2019,53
Chitradurga,Thalak  PS,2020,38
Chitradurga,Thalak  PS,2021,54
Chitradurga,Thalak  PS,2022,53
Chitradurga,Thalak  PS,2023,70
Chitradurga,Turuvanur (Jogi) PS,2016,48
Chitradurga,Turuvanur (Jogi) PS,2017,39
Chitradurga,Turuvanur (Jogi) PS,2018,39
Chitradurga,Turuvanur (Jogi) PS,2019,42
Chitradurga,Turuvanur (Jogi) PS,2020,41
Chitradurga,Turuvanur (Jogi) PS,2021,38
Chitradurga,Turuvanur (Jogi) PS,2022,55
Chitradurga,Turuvanur (Jogi) PS,2023,45
Dakshina Kannada,Bantwala Traffic PS,2016,195
Dakshina Kannada,Bantwala Traffic PS,2017,187
Dakshina Kannada,Bantwala Traffic PS,2018,189
Dakshina Kannada,Bantwala Traffic PS,2019,140
Dakshina Kannada,Bantwala Traffic PS,2020,108
Dakshina Kannada,Bantwala Traffic PS,2021,147
Dakshina Kannada,Bantwala Traffic PS,2022,157
Dakshina Kannada,Bantwala Traffic PS,2023,175
Dakshina Kannada,Bellare PS,2016,7
Dakshina Kannada,Bellare PS,2017,23
Dakshina Kannada,Bellare PS,2018,29
Dakshina Kannada,Bellare PS,2019,26
Dakshina Kannada,Bellare PS,2020,24
Dakshina Kannada,Bellare PS,2021,17
Dakshina Kannada,Bellare PS,2022,37
Dakshina Kannada,Bellare PS,2023,32
Dakshina Kannada,Belthangadi PS,2016,92
Dakshina Kannada,Belthangadi PS,2017,55
Dakshina Kannada,Belthangadi PS,2018,14
Dakshina Kannada,Belthangadi Traffic PS,2018,104
Dakshina Kannada,Belthangadi Traffic PS,2019,128
Dakshina Kannada,Belthangadi Traffic PS,2020,91
Dakshina Kannada,Belthangadi Traffic PS,2021,103
Dakshina Kannada,Belthangadi Traffic PS,2022,175
Dakshina Kannada,Belthangadi Traffic PS,2023,121
Dakshina Kannada,Dharmasthala PS,2016,28
Dakshina Kannada,Dharmasthala PS,2017,28
Dakshina Kannada,Dharmasthala PS,2018,10
Dakshina Kannada,Kadaba PS,2016,49
Dakshina Kannada,Kadaba PS,2017,41
Dakshina Kannada,Kadaba PS,2018,58
Dakshina Kannada,Kadaba PS,2019,63
Dakshina Kannada,Kadaba PS,2020,31
Dakshina Kannada,Kadaba PS,2021,47
Dakshina Kannada,Kadaba PS,2022,47
Dakshina Kannada,Kadaba PS,2023,55
Dakshina Kannada,Punjalkatte PS,2016,33
Dakshina Kannada,Punjalkatte PS,2017,38
Dakshina Kannada,Punjalkatte PS,2018,32
Dakshina Kannada,Punjalkatte PS,2019,37
Dakshina Kannada,Punjalkatte PS,2020,35
Dakshina Kannada,Punjalkatte PS,2021,24
Dakshina Kannada,Punjalkatte PS,2022,44
Dakshina Kannada,Punjalkatte PS,2023,33
Dakshina Kannada,Puttur Rural PS,2016,56
Dakshina Kannada,Puttur Rural PS,2017,61
Dakshina Kannada,Puttur Rural PS,2018,75
Dakshina Kannada,Puttur Rural PS,2019,69
Dakshina Kannada,Puttur Rural PS,2020,65
Dakshina Kannada,Puttur Rural PS,2021,40
Dakshina Kannada,Puttur Rural PS,2022,44
Dakshina Kannada,Puttur Rural PS,2023,48
Dakshina Kannada,Puttur Traffic PS,2016,216
Dakshina Kannada,Puttur Traffic PS,2017,191
Dakshina Kannada,Puttur Traffic PS,2018,182
Dakshina Kannada,Puttur Traffic PS,2019,224
Dakshina Kannada,Puttur Traffic PS,2020,134
Dakshina Kannada,Puttur Traffic PS,2021,166
Dakshina Kannada,Puttur Traffic PS,2022,198
Dakshina Kannada,Puttur Traffic PS,2023,176
Dakshina Kannada,Subramanya PS,2016,18
Dakshina Kannada,Subramanya PS,2017,21
Dakshina Kannada,Subramanya PS,2018,21
Dakshina Kannada,Subramanya PS,2019,20
Dakshina Kannada,Subramanya PS,2020,9
Dakshina Kannada,Subramanya PS,2021,23
Dakshina Kannada,Subramanya PS,2022,24
Dakshina Kannada,Subramanya PS,2023,22
Dakshina Kannada,Sullia PS,2016,63
Dakshina Kannada,Sullia PS,2017,46
Dakshina Kannada,Sullia PS,2018,60
Dakshina Kannada,Sullia PS,2019,57
Dakshina Kannada,Sullia PS,2020,43
Dakshina Kannada,Sullia PS,2021,50
Dakshina Kannada,Sullia PS,2022,69
Dakshina Kannada,Sullia PS,2023,70
Dakshina Kannada,Uppinangadi PS,2016,49
Dakshina Kannada,Uppinangadi PS,2017,48
Dakshina Kannada,Uppinangadi PS,2018,41
Dakshina Kannada,Uppinangadi PS,2019,67
Dakshina Kannada,Uppinangadi PS,2020,33
Dakshina Kannada,Uppinangadi PS,2021,43
Dakshina Kannada,Uppinangadi PS,2022,39
Dakshina Kannada,Uppinangadi PS,2023,40
Dakshina Kannada,Venoor PS,2016,31
Dakshina Kannada,Venoor PS,2017,34
Dakshina Kannada,Venoor PS,2018,21
Dakshina Kannada,Venoor PS,2019,27
Dakshina Kannada,Venoor PS,2020,26
Dakshina Kannada,Venoor PS,2021,30
Dakshina Kannada,Venoor PS,2022,30
Dakshina Kannada,Venoor PS,2023,30
Dakshina Kannada,Vitla PS,2016,76
Dakshina Kannada,Vitla PS,2017,69
Dakshina Kannada,Vitla PS,2018,70
Dakshina Kannada,Vitla PS,2019,55
Dakshina Kannada,Vitla PS,2020,52
Dakshina Kannada,Vitla PS,2021,59
Dakshina Kannada,Vitla PS,2022,72
Dakshina Kannada,Vitla PS,2023,70
Davanagere,Basavapatna PS,2016,30
Davanagere,Basavapatna PS,2017,22
Davanagere,Basavapatna PS,2018,23
Davanagere,Basavapatna PS,2019,27
Davanagere,Basavapatna PS,2020,30
Davanagere,Basavapatna PS,2021,34
Davanagere,Basavapatna PS,2022,21
Davanagere,Basavapatna PS,2023,31
Davanagere,Bilichodu PS,2016,5
Davanagere,Bilichodu PS,2017,24
Davanagere,Bilichodu PS,2018,34
Davanagere,Bilichodu PS,2019,28
Davanagere,Bilichodu PS,2020,25
Davanagere,Bilichodu PS,2021,25
Davanagere,Bilichodu PS,2022,32
Davanagere,Bilichodu PS,2023,23
Davanagere,Channagiri PS,2016,122
Davanagere,Channagiri PS,2017,111
Davanagere,Channagiri PS,2018,96
Davanagere,Channagiri PS,2019,99
Davanagere,Channagiri PS,2020,98
Davanagere,Channagiri PS,2021,118
Davanagere,Channagiri PS,2022,122
Davanagere,Channagiri PS,2023,101
Davanagere,Davanagere Rural PS,2016,135
Davanagere,Davanagere Rural PS,2017,128
Davanagere,Davanagere Rural PS,2018,151
Davanagere,Davanagere Rural PS,2019,100
Davanagere,Davanagere Rural PS,2020,112
Davanagere,Davanagere Rural PS,2021,112
Davanagere,Davanagere Rural PS,2022,154
Davanagere,Davanagere Rural PS,2023,151
Davanagere,Davanagere South Traffic PS,2016,241
Davanagere,Davanagere South Traffic PS,2017,191
Davanagere,Davanagere South Traffic PS,2018,176
Davanagere,Davanagere South Traffic PS,2019,139
Davanagere,Davanagere South Traffic PS,2020,122
Davanagere,Davanagere South Traffic PS,2021,137
Davanagere,Davanagere South Traffic PS,2022,161
Davanagere,Davanagere South Traffic PS,2023,145
Davanagere,Davangere North Traffic PS,2016,51
Davanagere,Davangere North Traffic PS,2017,49
Davanagere,Davangere North Traffic PS,2018,68
Davanagere,Davangere North Traffic PS,2019,56
Davanagere,Davangere North Traffic PS,2020,52
Davanagere,Davangere North Traffic PS,2021,48
Davanagere,Davangere North Traffic PS,2022,56
Davanagere,Davangere North Traffic PS,2023,46
Davanagere,Hadadi PS,2016,37
Davanagere,Hadadi PS,2017,35
Davanagere,Hadadi PS,2018,30
Davanagere,Hadadi PS,2019,29
Davanagere,Hadadi PS,2020,39
Davanagere,Hadadi PS,2021,39
Davanagere,Hadadi PS,2022,43
Davanagere,Hadadi PS,2023,41
Davanagere,Harihara Rural PS,2016,76
Davanagere,Harihara Rural PS,2017,77
Davanagere,Harihara Rural PS,2018,64
Davanagere,Harihara Rural PS,2019,88
Davanagere,Harihara Rural PS,2020,67
Davanagere,Harihara Rural PS,2021,60
Davanagere,Harihara Rural PS,2022,46
Davanagere,Harihara Rural PS,2023,53
Davanagere,Harihara Town PS,2016,26
Davanagere,Harihara Town PS,2017,29
Davanagere,Harihara Town PS,2018,23
Davanagere,Harihara Town PS,2019,33
Davanagere,Harihara Town PS,2020,36
Davanagere,Harihara Town PS,2021,29
Davanagere,Harihara Town PS,2022,25
Davanagere,Harihara Town PS,2023,37
Davanagere,Honnali PS,2016,71
Davanagere,Honnali PS,2017,78
Davanagere,Honnali PS,2018,64
Davanagere,Honnali PS,2019,77
Davanagere,Honnali PS,2020,75
Davanagere,Honnali PS,2021,69
Davanagere,Honnali PS,2022,77
Davanagere,Honnali PS,2023,71
Davanagere,Jagalur PS,2016,74
Davanagere,Jagalur PS,2017,53
Davanagere,Jagalur PS,2018,56
Davanagere,Jagalur PS,2019,68
Davanagere,Jagalur PS,2020,75
Davanagere,Jagalur PS,2021,81
Davanagere,Jagalur PS,2022,76
Davanagere,Jagalur PS,2023,53
Davanagere,Malebennur PS,2016,49
Davanagere,Malebennur PS,2017,45
Davanagere,Malebennur PS,2018,46
Davanagere,Malebennur PS,2019,39
Davanagere,Malebennur PS,2020,36
Davanagere,Malebennur PS,2021,46
Davanagere,Malebennur PS,2022,38
Davanagere,Malebennur PS,2023,40
Davanagere,Mayakonda PS,2016,24
Davanagere,Mayakonda PS,2017,22
Davanagere,Mayakonda PS,2018,26
Davanagere,Mayakonda PS,2019,29
Davanagere,Mayakonda PS,2020,28
Davanagere,Mayakonda PS,2021,27
Davanagere,Mayakonda PS,2022,31
Davanagere,Mayakonda PS,2023,25
Davanagere,Nyamathi PS,2016,31
Davanagere,Nyamathi PS,2017,48
Davanagere,Nyamathi PS,2018,70
Davanagere,Nyamathi PS,2019,69
Davanagere,Nyamathi PS,2020,58
Davanagere,Nyamathi PS,2021,59
Davanagere,Nyamathi PS,2022,67
Davanagere,Nyamathi PS,2023,60
Davanagere,Santhebennur PS,2016,17
Davanagere,Santhebennur PS,2017,24
Davanagere,Santhebennur PS,2018,28
Davanagere,Santhebennur PS,2019,40
Davanagere,Santhebennur PS,2020,28
Davanagere,Santhebennur PS,2021,47
Davanagere,Santhebennur PS,2022,44
Davanagere,Santhebennur PS,2023,39
Dharwad,Alnavar PS,2016,19
Dharwad,Alnavar PS,2017,25
Dharwad,Alnavar PS,2018,23
Dharwad,Alnavar PS,2019,22
Dharwad,Alnavar PS,2020,9
Dharwad,Alnavar PS,2021,16
Dharwad,Alnavar PS,2022,11
Dharwad,Alnavar PS,2023,13
Dharwad,Annigeri PS,2016,42
Dharwad,Annigeri PS,2017,42
Dharwad,Annigeri PS,2018,40
Dharwad,Annigeri PS,2019,27
Dharwad,Annigeri PS,2020,32
Dharwad,Annigeri PS,2021,33
Dharwad,Annigeri PS,2022,30
Dharwad,Annigeri PS,2023,35
Dharwad,Dharwad Rural PS,2016,75
Dharwad,Dharwad Rural PS,2017,84
Dharwad,Dharwad Rural PS,2018,94
Dharwad,Dharwad Rural PS,2019,82
Dharwad,Dharwad Rural PS,2020,95
Dharwad,Dharwad Rural PS,2021,71
Dharwad,Dharwad Rural PS,2022,82
Dharwad,Dharwad Rural PS,2023,92
Dharwad,Garag PS,2016,33
Dharwad,Garag PS,2017,59
Dharwad,Garag PS,2018,70
Dharwad,Garag PS,2019,52
Dharwad,Garag PS,2020,56
Dharwad,Garag PS,2021,52
Dharwad,Garag PS,2022,66
Dharwad,Garag PS,2023,56
Dharwad,Gudageri PS,2016,3
Dharwad,Gudageri PS,2017,6
Dharwad,Gudageri PS,2018,11
Dharwad,Gudageri PS,2019,12
Dharwad,Gudageri PS,2020,6
Dharwad,Gudageri PS,2021,8
Dharwad,Gudageri PS,2022,10
Dharwad,Gudageri PS,2023,8
Dharwad,Hubli Rural PS,2016,114
Dharwad,Hubli Rural PS,2017,97
Dharwad,Hubli Rural PS,2018,117
Dharwad,Hubli Rural PS,2019,85
Dharwad,Hubli Rural PS,2020,107
Dharwad,Hubli Rural PS,2021,122
Dharwad,Hubli Rural PS,2022,110
Dharwad,Hubli Rural PS,2023,104
Dharwad,Kalaghatagi PS,2016,86
Dharwad,Kalaghatagi PS,2017,88
Dharwad,Kalaghatagi PS,2018,67
Dharwad,Kalaghatagi PS,2019,47
Dharwad,Kalaghatagi PS,2020,44
Dharwad,Kalaghatagi PS,2021,49
Dharwad,Kalaghatagi PS,2022,63
Dharwad,Kalaghatagi PS,2023,67
Dharwad,Kundagol PS,2016,25
Dharwad,Kundagol PS,2017,23
Dharwad,Kundagol PS,2018,26
Dharwad,Kundagol PS,2019,28
Dharwad,Kundagol PS,2020,20
Dharwad,Kundagol PS,2021,26
Dharwad,Kundagol PS,2022,19
Dharwad,Kundagol PS,2023,24
Dharwad,Navalgund PS,2016,50
Dharwad,Navalgund PS,2017,27
Dharwad,Navalgund PS,2018,48
Dharwad,Navalgund PS,2019,54
Dharwad,Navalgund PS,2020,50
Dharwad,Navalgund PS,2021,43
Dharwad,Navalgund PS,2022,48
Dharwad,Navalgund PS,2023,51
Gadag,Betageri Extention PS,2020,1
Gadag,Gadag Rural PS,2016,83
Gadag,Gadag Rural PS,2017,80
Gadag,Gadag Rural PS,2018,85
Gadag,Gadag Rural PS,2019,75
Gadag,Gadag Rural PS,2020,78
Gadag,Gadag Rural PS,2021,72
Gadag,Gadag Rural PS,2022,63
Gadag,Gadag Rural PS,2023,66
Gadag,Gadag Traffic PS,2016,33
Gadag,Gadag Traffic PS,2017,40
Gadag,Gadag Traffic PS,2018,41
Gadag,Gadag Traffic PS,2019,37
Gadag,Gadag Traffic PS,2020,44
Gadag,Gadag Traffic PS,2021,30
Gadag,Gadag Traffic PS,2022,37
Gadag,Gadag Traffic PS,2023,41
Gadag,Gajendragad PS,2016,22
Gadag,Gajendragad PS,2017,29
Gadag,Gajendragad PS,2018,32
Gadag,Gajendragad PS,2019,33
Gadag,Gajendragad PS,2020,25
Gadag,Gajendragad PS,2021,23
Gadag,Gajendragad PS,2022,30
Gadag,Gajendragad PS,2023,32
Gadag,Lakshmeshwar PS,2016,22
Gadag,Lakshmeshwar PS,2017,27
Gadag,Lakshmeshwar PS,2018,29
Gadag,Lakshmeshwar PS,2019,34
Gadag,Lakshmeshwar PS,2020,28
Gadag,Lakshmeshwar PS,2021,21
Gadag,Lakshmeshwar PS,2022,23
Gadag,Lakshmeshwar PS,2023,10
Gadag,Mulagund PS,2016,21
Gadag,Mulagund PS,2017,6
Gadag,Mulagund PS,2018,14
Gadag,Mulagund PS,2019,7
Gadag,Mulagund PS,2020,11
Gadag,Mulagund PS,2021,15
Gadag,Mulagund PS,2022,7
Gadag,Mulagund PS,2023,7
Gadag,Mundargi PS,2016,47
Gadag,Mundargi PS,2017,41
Gadag,Mundargi PS,2018,34
Gadag,Mundargi PS,2019,33
Gadag,Mundargi PS,2020,37
Gadag,Mundargi PS,2021,36
Gadag,Mundargi PS,2022,32
Gadag,Mundargi PS,2023,44
Gadag,Naregal PS,2016,24
Gadag,Naregal PS,2017,13
Gadag,Naregal PS,2018,22
Gadag,Naregal PS,2019,21
Gadag,Naregal PS,2020,18
Gadag,Naregal PS,2021,12
Gadag,Naregal PS,2022,18
Gadag,Naregal PS,2023,11
Gadag,Nargund PS,2016,72
Gadag,Nargund PS,2017,67
Gadag,Nargund PS,2018,60
Gadag,Nargund PS,2019,63
Gadag,Nargund PS,2020,55
Gadag,Nargund PS,2021,49
Gadag,Nargund PS,2022,62
Gadag,Nargund PS,2023,59
Gadag,Ron PS,2016,24
Gadag,Ron PS,2017,26
Gadag,Ron PS,2018,26
Gadag,Ron PS,2019,20
Gadag,Ron PS,2020,18
Gadag,Ron PS,2021,17
Gadag,Ron PS,2022,24
Gadag,Ron PS,2023,27
Gadag,Shirahatti PS,2016,26
Gadag,Shirahatti PS,2017,16
Gadag,Shirahatti PS,2018,19
Gadag,Shirahatti PS,2019,20
Gadag,Shirahatti PS,2020,20
Gadag,Shirahatti PS,2021,15
Gadag,Shirahatti PS,2022,22
Gadag,Shirahatti PS,2023,9
Hassan,Alur PS,2016,153
Hassan,Alur PS,2017,105
Hassan,Alur PS,2018,113
Hassan,Alur PS,2019,78
Hassan,Alur PS,2020,84
Hassan,Alur PS,2021,85
Hassan,Alur PS,2022,119
Hassan,Alur PS,2023,89
Hassan,Arakalagud PS,2016,77
Hassan,Arakalagud PS,2017,91
Hassan,Arakalagud PS,2018,105
Hassan,Arakalagud PS,2019,117
Hassan,Arakalagud PS,2020,100
Hassan,Arakalagud PS,2021,98
Hassan,Arakalagud PS,2022,96
Hassan,Arakalagud PS,2023,119
Hassan,Arasikere Rural PS,2016,46
Hassan,Arasikere Rural PS,2017,56
Hassan,Arasikere Rural PS,2018,51
Hassan,Arasikere Rural PS,2019,45
Hassan,Arasikere Rural PS,2020,49
Hassan,Arasikere Rural PS,2021,34
Hassan,Arasikere Rural PS,2022,50
Hassan,Arasikere Rural PS,2023,60
Hassan,Arasikere Town PS,2016,35
Hassan,Arasikere Town PS,2017,32
Hassan,Arasikere Town PS,2018,33
Hassan,Arasikere Town PS,2019,45
Hassan,Arasikere Town PS,2020,26
Hassan,Arasikere Town PS,2021,18
Hassan,Arasikere Town PS,2022,31
Hassan,Arasikere Town PS,2023,40
Hassan,Arehalli PS,2016,19
Hassan,Arehalli PS,2017,30
Hassan,Arehalli PS,2018,52
Hassan,Arehalli PS,2019,36
Hassan,Arehalli PS,2020,27
Hassan,Arehalli PS,2021,23
Hassan,Arehalli PS,2022,27
Hassan,Arehalli PS,2023,25
Hassan,Banavara PS,2016,33
Hassan,Banavara PS,2017,30
Hassan,Banavara PS,2018,46
Hassan,Banavara PS,2019,38
Hassan,Banavara PS,2020,41
Hassan,Banavara PS,2021,47
Hassan,Banavara PS,2022,46
Hassan,Banavara PS,2023,32
Hassan,Belur PS,2016,61
Hassan,Belur PS,2017,82
Hassan,Belur PS,2018,100
Hassan,Belur PS,2019,98
Hassan,Belur PS,2020,82
Hassan,Belur PS,2021,81
Hassan,Belur PS,2022,93
Hassan,Belur PS,2023,93
Hassan,Channarayapatna Rural PS,2016,77
Hassan,Channarayapatna Rural PS,2017,73
Hassan,Channarayapatna Rural PS,2018,88
Hassan,Channarayapatna Rural PS,2019,74
Hassan,Channarayapatna Rural PS,2020,69
Hassan,Channarayapatna Rural PS,2021,63
Hassan,Channarayapatna Rural PS,2022,63
Hassan,Channarayapatna Rural PS,2023,57
Hassan,Channarayapatna Town PS,2016,160
Hassan,Channarayapatna Town PS,2017,54
Hassan,Channarayapatna Town PS,2018,50
Hassan,Channarayapatna Town PS,2019,44
Hassan,Channarayapatna Town PS,2020,50
Hassan,Channarayapatna Town PS,2021,65
Hassan,Channarayapatna Town PS,2022,66
Hassan,Channarayapatna Town PS,2023,70
